frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11061,368.667,0.98,1,55.6,14.4,559.7,0.23199999999999998,0.24100000000000002,0.017,0.002385,0.381321,-0.9244399999999999,-0.273902,0.446011,-0.852087,-0.152,0.436,0.0,0.0,1.03,0.0,0.78,0.8,0.1,0.31,0.38,1.57,0.05,0.0,0.0,0.0,1.02,0.0,1.79,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11062,368.7,0.98,1,55.8,14.4,557.9,0.237,0.244,0.013999999999999999,-0.023284,0.391232,-0.919997,-0.302052,0.439118,-0.846132,-0.182,0.439,0.0,0.0,1.09,0.0,0.77,0.69,0.05,0.31,0.36,1.65,0.0,0.02,0.0,0.0,0.91,0.0,1.86,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11063,368.733,0.98,1,56.2,14.5,557.3,0.242,0.242,0.013000000000000001,-0.0052450000000000005,0.396499,-0.9180200000000001,-0.324366,0.44292700000000007,-0.835824,-0.18600000000000003,0.446,0.0,0.0,1.09,0.0,0.8,0.64,0.07,0.38,0.45,1.57,0.03,0.02,0.0,0.0,0.95,0.0,1.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11064,368.767,0.98,1,56.8,14.6,557.6,0.24600000000000002,0.248,0.008,-0.014778999999999999,0.38119400000000003,-0.924377,-0.320858,0.435237,-0.841201,-0.188,0.433,0.0,0.0,1.19,0.0,0.78,0.78,0.04,0.29,0.43,1.62,0.03,0.02,0.0,0.0,0.83,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11065,368.8,0.98,1,56.7,14.5,562.3,0.31,0.266,0.02,-0.05816,0.438184,-0.8970020000000001,-0.291333,0.458714,-0.839468,-0.19899999999999998,0.47700000000000004,0.0,0.0,1.33,0.0,0.75,0.98,0.04,0.28,0.47,1.56,0.03,0.02,0.0,0.0,0.87,0.03,1.98,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11066,368.833,0.98,1,57.2,14.5,562.1,0.332,0.262,0.03,-0.015296,0.439539,-0.898093,-0.29798600000000003,0.462267,-0.8351729999999999,-0.179,0.48,0.0,0.0,1.42,0.0,0.69,1.02,0.0,0.18,0.45,1.67,0.0,0.09,0.0,0.0,0.82,0.03,1.91,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11067,368.86699999999996,0.98,1,57.6,14.6,559.9,0.331,0.261,0.040999999999999995,-0.01617,0.462071,-0.8866950000000001,-0.292784,0.473609,-0.8306450000000001,-0.17800000000000002,0.499,0.0,0.0,1.4,0.0,0.67,0.83,0.0,0.31,0.47,1.72,0.0,0.19,0.0,0.0,0.76,0.03,1.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11068,368.9,0.98,1,58.7,15.1,558.2,0.294,0.22899999999999998,0.052000000000000005,-0.005582999999999999,0.460279,-0.887757,-0.32806399999999997,0.47631899999999994,-0.815778,-0.193,0.503,0.0,0.0,1.25,0.0,0.68,0.73,0.0,0.35,0.43,1.69,0.0,0.21,0.0,0.0,0.67,0.0,1.43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11069,368.93300000000005,0.98,1,60.1,15.9,559.0,0.261,0.213,0.053,-0.020424,0.42905299999999996,-0.903049,-0.29039499999999996,0.464976,-0.836342,-0.177,0.475,0.0,0.0,1.16,0.0,0.68,0.72,0.0,0.41,0.41,1.66,0.0,0.13,0.0,0.0,0.69,0.0,1.35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11070,368.967,0.98,1,61.3,16.5,561.5,0.256,0.213,0.055,-0.018574,0.425928,-0.904566,-0.298122,0.45264799999999994,-0.840376,-0.18,0.466,0.0,0.0,1.09,0.0,0.67,0.67,0.0,0.27,0.43,1.57,0.0,0.09,0.0,0.0,0.82,0.0,1.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11071,369.0,0.98,1,62.5,17.2,561.4,0.253,0.21,0.06,0.004404,0.417009,-0.908891,-0.308293,0.447637,-0.83939,-0.172,0.45899999999999996,0.0,0.0,1.06,0.0,0.65,0.42,0.0,0.24,0.45,1.55,0.0,0.06,0.0,0.0,0.92,0.02,1.46,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
11072,369.033,0.98,1,63.5,18.0,561.6,0.256,0.207,0.067,-0.006673,0.4123,-0.911024,-0.319687,0.455608,-0.8307959999999999,-0.185,0.462,0.0,0.0,1.12,0.0,0.66,0.48,0.0,0.27,0.49,1.47,0.0,0.06,0.0,0.0,0.98,0.07,1.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
11073,369.06699999999995,0.98,1,65.0,19.1,563.5,0.264,0.20800000000000002,0.073,-0.027964,0.429842,-0.9024709999999999,-0.29388400000000003,0.46317200000000003,-0.836124,-0.183,0.475,0.0,0.0,1.04,0.0,0.6,0.59,0.0,0.33,0.49,1.4,0.0,0.0,0.0,0.0,0.99,0.11,1.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
11074,369.1,0.98,1,66.2,20.5,564.4,0.276,0.20199999999999999,0.083,0.005963,0.45228500000000005,-0.8918530000000001,-0.254875,0.48181999999999997,-0.838384,-0.14300000000000002,0.495,0.0,0.0,0.98,0.0,0.54,0.66,0.0,0.26,0.47,1.3,0.0,0.02,0.0,0.0,0.92,0.09,1.78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11075,369.13300000000004,0.98,1,67.2,21.9,562.8,0.278,0.195,0.1,0.001689,0.466412,-0.884566,-0.282173,0.482651,-0.8291120000000001,-0.162,0.506,0.0,0.0,0.86,0.0,0.53,0.39,0.0,0.29,0.41,1.41,0.0,0.02,0.0,0.0,0.78,0.07,1.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11076,369.167,0.98,1,68.3,23.8,563.1,0.285,0.18899999999999997,0.11800000000000001,-0.037284,0.501188,-0.864535,-0.304062,0.492777,-0.8153020000000001,-0.2,0.534,0.0,0.0,0.96,0.0,0.54,0.47,0.0,0.28,0.43,1.44,0.0,0.02,0.0,0.0,0.57,0.03,1.78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11077,369.2,0.98,1,70.0,26.0,567.8,0.294,0.18600000000000003,0.131,0.005724,0.502081,-0.8648020000000001,-0.307767,0.45085,-0.8378620000000001,-0.17600000000000002,0.51,0.0,0.0,1.21,0.0,0.56,0.79,0.0,0.33,0.41,1.68,0.0,0.09,0.0,0.0,0.46,0.03,1.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11078,369.233,0.98,1,70.9,27.4,566.6,0.297,0.182,0.146,-0.048649,0.5426340000000001,-0.838559,-0.299683,0.482518,-0.823023,-0.207,0.5529999999999999,0.0,0.0,1.27,0.0,0.55,0.96,0.0,0.28,0.48,1.71,0.0,0.16,0.0,0.0,0.41,0.0,1.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11079,369.267,0.98,1,71.8,28.5,565.2,0.29,0.17800000000000002,0.159,-0.053905999999999996,0.543089,-0.837943,-0.31399299999999997,0.47390699999999997,-0.822691,-0.218,0.5489999999999999,0.0,0.0,1.24,0.0,0.54,0.85,0.0,0.3,0.46,1.87,0.0,0.24,0.0,0.0,0.4,0.08,1.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11080,369.3,0.98,1,72.4,29.1,563.6,0.28300000000000003,0.172,0.165,-0.058124,0.534058,-0.843447,-0.322945,0.473472,-0.81947,-0.225,0.545,0.0,0.0,1.14,0.0,0.59,0.52,0.0,0.28,0.47,1.89,0.0,0.2,0.0,0.0,0.47,0.16,1.87,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11081,369.333,0.98,1,73.1,29.5,565.2,0.287,0.172,0.165,-0.044226999999999995,0.486566,-0.872524,-0.343267,0.47198199999999996,-0.8120350000000001,-0.226,0.517,0.0,0.0,1.21,0.0,0.58,0.45,0.0,0.25,0.43,1.89,0.0,0.19,0.0,0.01,0.48,0.21,1.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11082,369.36699999999996,0.98,1,73.5,29.6,563.7,0.278,0.171,0.166,-0.034869,0.5267390000000001,-0.8493120000000001,-0.354553,0.47013599999999994,-0.808248,-0.231,0.541,0.0,0.0,1.14,0.0,0.54,0.31,0.0,0.14,0.44,1.81,0.0,0.15,0.05,0.02,0.47,0.23,1.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11083,369.4,0.98,1,73.6,31.3,568.2,0.287,0.18600000000000003,0.16,-0.024702,0.475525,-0.8793549999999999,-0.381448,0.447562,-0.808817,-0.23600000000000002,0.5,0.0,0.0,1.16,0.0,0.47,0.28,0.0,0.12,0.51,1.88,0.0,0.14,0.05,0.08,0.38,0.15,1.88,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11084,369.43300000000005,0.98,1,72.3,32.4,567.7,0.289,0.196,0.155,-0.041311,0.48988100000000007,-0.8708100000000001,-0.37492800000000004,0.460667,-0.804496,-0.244,0.516,0.03,0.0,1.01,0.0,0.47,0.16,0.0,0.05,0.65,1.84,0.0,0.08,0.05,0.07,0.26,0.1,1.82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11085,369.467,0.98,1,70.9,34.6,571.2,0.306,0.22,0.142,-0.07707699999999999,0.487677,-0.8696149999999999,-0.34174699999999997,0.464916,-0.816738,-0.243,0.514,0.23,0.0,1.03,0.0,0.6,0.12,0.0,0.05,0.76,1.7,0.0,0.03,0.0,0.06,0.36,0.0,1.82,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11086,369.5,0.98,1,68.5,37.8,573.8,0.33899999999999997,0.253,0.11900000000000001,-0.08428200000000001,0.500946,-0.8613649999999999,-0.345616,0.477563,-0.807764,-0.252,0.53,0.76,0.34,1.01,0.0,0.75,0.33,0.0,0.0,0.81,1.25,0.0,0.0,0.0,0.0,0.26,0.0,1.9,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11087,369.533,0.98,1,63.5,41.7,570.9,0.42100000000000004,0.316,0.077,-0.196252,0.5610569999999999,-0.804177,-0.373645,0.517558,-0.769756,-0.34700000000000003,0.601,1.88,1.41,1.22,0.14,1.02,0.66,0.0,0.0,0.88,0.82,0.0,0.0,0.0,0.0,0.19,0.0,1.86,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11088,369.56699999999995,0.98,1,57.7,45.4,565.2,0.49,0.381,0.034,-0.18370999999999998,0.600161,-0.778497,-0.380188,0.541142,-0.750081,-0.353,0.6409999999999999,2.31,2.3,1.41,0.14,1.12,1.1,0.0,0.0,0.92,0.55,0.0,0.15,0.0,0.08,0.0,0.0,1.76,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11089,369.6,0.98,1,57.1,46.6,567.1,0.46299999999999997,0.379,0.027000000000000003,-0.163932,0.6062890000000001,-0.7781640000000001,-0.440913,0.519912,-0.731633,-0.381,0.6409999999999999,2.91,3.63,1.72,0.86,1.12,1.27,0.0,0.0,0.76,0.32,0.15,0.47,0.0,0.48,0.0,0.0,1.08,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11090,369.63300000000004,0.98,1,51.1,48.0,549.1,0.516,0.4,-0.013999999999999999,-0.172209,0.314276,-0.933582,-0.43489099999999997,0.150599,-0.8878010000000001,-0.322,0.25,3.09,3.81,2.26,1.46,0.88,1.47,0.0,0.0,0.43,0.17,0.43,0.97,0.0,1.15,0.0,0.09,0.51,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11091,369.667,0.98,1,46.3,49.4,539.8,0.541,0.42,-0.048,-0.14439200000000002,0.28549,-0.947442,-0.406329,0.385332,-0.8285020000000001,-0.301,0.361,3.85,4.29,2.57,2.12,0.66,1.08,0.0,0.0,0.13,0.04,0.84,1.47,0.0,1.72,0.0,0.14,0.05,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11092,369.7,0.98,1,43.3,51.6,538.3,0.591,0.45399999999999996,-0.086,-0.253342,0.394629,-0.883225,-0.45006199999999996,0.5003850000000001,-0.739635,-0.409,0.504,4.29,3.69,2.44,2.07,0.47,0.71,0.0,0.0,0.11,0.0,1.17,1.63,0.0,2.1,0.0,0.15,0.05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11093,369.733,0.88,1,40.5,53.3,534.6,0.627,0.486,-0.1,-0.274739,0.471706,-0.8378610000000001,-0.41564399999999996,0.49641199999999996,-0.762112,-0.40700000000000003,0.544,4.63,3.76,2.15,1.98,0.26,0.3,0.0,0.0,0.1,0.0,1.35,1.81,0.0,2.32,0.0,0.15,0.13,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11094,369.767,0.88,1,39.7,54.5,535.2,0.631,0.48700000000000004,-0.109,-0.28228000000000003,0.498619,-0.8195709999999999,-0.478469,0.43849399999999994,-0.760783,-0.449,0.535,4.91,3.83,2.02,1.9,0.13,0.23,0.0,0.0,0.09,0.0,1.43,1.92,0.0,2.74,0.0,0.19,0.07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11095,369.8,0.88,1,39.1,55.1,534.9,0.63,0.491,-0.11599999999999999,-0.282853,0.468423,-0.837003,-0.512883,0.41415100000000005,-0.751951,-0.46399999999999997,0.507,5.0,4.43,2.06,1.82,0.02,0.13,0.0,0.0,0.01,0.0,1.36,2.21,0.0,2.99,0.0,0.34,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11096,369.833,0.88,1,38.9,56.8,539.3,0.633,0.486,-0.133,-0.330179,0.472608,-0.817082,-0.46065900000000004,0.406889,-0.788818,-0.45799999999999996,0.501,5.0,4.76,2.11,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.15,0.0,3.02,0.05,0.36,0.32,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11097,369.86699999999996,0.88,1,39.1,58.8,545.8,0.617,0.47600000000000003,-0.146,-0.242939,0.369883,-0.896754,-0.43898000000000004,0.427587,-0.790231,-0.384,0.442,5.0,5.0,2.31,2.26,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.06,0.0,2.83,0.09,0.34,0.32,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11098,369.9,0.88,1,38.7,60.4,544.0,0.639,0.47100000000000003,-0.166,-0.2953,0.34578000000000003,-0.8906370000000001,-0.422066,0.42875100000000005,-0.79877,-0.402,0.43,5.0,5.0,2.56,2.49,0.02,0.0,0.0,0.0,0.0,0.0,1.27,1.99,0.0,2.67,0.09,0.33,0.15,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11099,369.93300000000005,0.88,1,38.2,62.0,539.9,0.6609999999999999,0.446,-0.175,-0.269165,0.35874,-0.8937870000000001,-0.423742,0.45047299999999996,-0.7858229999999999,-0.391,0.449,5.0,5.0,2.53,2.56,0.12,0.0,0.0,0.0,0.07,0.0,1.28,2.01,0.0,2.5,0.05,0.41,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11100,369.967,0.88,1,36.8,63.5,529.8,0.705,0.44799999999999995,-0.19699999999999998,-0.310589,0.531137,-0.788307,-0.39557,0.515357,-0.7602180000000001,-0.428,0.594,5.0,5.0,2.56,2.37,0.19,0.0,0.0,0.0,0.15,0.0,1.43,2.11,0.0,2.5,0.01,0.38,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11101,370.0,0.88,1,37.4,64.7,532.6,0.6890000000000001,0.43700000000000006,-0.198,-0.299225,0.461517,-0.835144,-0.418753,0.497992,-0.759375,-0.423,0.542,3.33,3.33,1.66,1.55,0.17,0.0,0.0,0.0,0.15,0.0,1.0,1.41,0.0,1.63,0.0,0.22,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11102,370.033,0.03,0,35.6,65.9,520.3,0.738,0.434,-0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.89,0.57,0.07,0.0,0.0,0.0,0.07,0.0,0.56,0.76,0.0,0.88,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11103,370.06699999999995,0.03,0,33.7,72.0,524.1,0.7290000000000001,0.46299999999999997,-0.24600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11104,370.1,0.03,0,32.3,77.7,532.5,0.748,0.455,-0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11105,370.13300000000004,0.03,0,28.4,76.6,509.1,0.8490000000000001,0.43,-0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11106,370.167,0.03,0,23.9,74.1,485.3,0.9059999999999999,0.375,-0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11107,370.2,0.03,0,21.4,72.2,465.3,0.948,0.34700000000000003,-0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11108,370.233,0.03,0,20.4,68.8,444.7,0.982,0.319,-0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11109,370.267,0.03,0,21.0,68.7,436.8,0.99,0.32,-0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,370.3,0.03,0,21.3,68.5,427.2,1.003,0.33799999999999997,-0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11111,370.333,0.43,0,21.3,69.2,421.7,1.0070000000000001,0.337,-0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11112,370.36699999999996,0.47,0,20.9,68.2,410.4,0.996,0.319,-0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11113,370.4,0.47,0,20.9,68.0,407.4,1.003,0.332,-0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11114,370.43300000000005,0.03,0,20.3,64.6,383.0,1.028,0.321,-0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11115,370.467,0.03,0,21.2,64.6,378.7,1.0270000000000001,0.325,-0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11116,370.5,0.03,0,21.7,63.4,369.5,1.04,0.355,-0.18100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11117,370.533,0.03,0,20.9,59.8,352.3,1.077,0.392,-0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11118,370.56699999999995,0.03,0,21.4,59.3,350.0,1.085,0.4,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11119,370.6,0.03,0,22.4,58.5,347.9,1.093,0.409,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
